Microns	Transmission
1.600	6.096E-06
1.601	5.803E-06
1.602	6.795E-06
1.603	8.888E-06
1.604	7.445E-06
1.605	8.375E-06
1.606	6.926E-06
1.607	7.887E-06
1.608	6.968E-06
1.609	6.393E-06
1.610	7.673E-06
1.611	8.121E-06
1.612	8.221E-06
1.613	7.572E-06
1.614	7.545E-06
1.615	7.720E-06
1.616	7.331E-06
1.617	7.343E-06
1.618	9.127E-06
1.619	7.476E-06
1.620	9.383E-06
1.621	7.560E-06
1.622	8.852E-06
1.623	8.578E-06
1.624	7.688E-06
1.625	8.060E-06
1.626	7.155E-06
1.627	9.535E-06
1.628	8.642E-06
1.629	1.063E-05
1.630	7.293E-06
1.631	7.567E-06
1.632	7.688E-06
1.633	7.925E-06
1.634	9.041E-06
1.635	7.699E-06
1.636	7.641E-06
1.637	8.636E-06
1.638	8.676E-06
1.639	8.954E-06
1.640	1.023E-05
1.641	8.701E-06
1.642	1.094E-05
1.643	1.161E-05
1.644	1.150E-05
1.645	1.137E-05
1.646	1.074E-05
1.647	1.020E-05
1.648	9.580E-06
1.649	1.155E-05
1.650	1.401E-05
1.651	1.116E-05
1.652	1.366E-05
1.653	1.430E-05
1.654	1.484E-05
1.655	1.410E-05
1.656	1.293E-05
1.657	1.734E-05
1.658	1.661E-05
1.659	1.833E-05
1.660	1.755E-05
1.661	2.033E-05
1.662	2.167E-05
1.663	2.134E-05
1.664	2.441E-05
1.665	2.508E-05
1.666	2.807E-05
1.667	2.983E-05
1.668	3.184E-05
1.669	3.442E-05
1.670	3.457E-05
1.671	3.781E-05
1.672	4.208E-05
1.673	4.526E-05
1.674	5.068E-05
1.675	5.543E-05
1.676	5.694E-05
1.677	6.275E-05
1.678	6.885E-05
1.679	7.419E-05
1.680	7.866E-05
1.681	8.530E-05
1.682	9.167E-05
1.683	9.760E-05
1.684	1.049E-04
1.685	1.153E-04
1.686	1.222E-04
1.687	1.310E-04
1.688	1.429E-04
1.689	1.575E-04
1.690	1.673E-04
1.691	1.834E-04
1.692	2.001E-04
1.693	2.190E-04
1.694	2.397E-04
1.695	2.623E-04
1.696	2.881E-04
1.697	3.202E-04
1.698	3.497E-04
1.699	3.939E-04
1.700	4.390E-04
1.701	4.866E-04
1.702	5.522E-04
1.703	6.173E-04
1.704	6.933E-04
1.705	7.840E-04
1.706	8.884E-04
1.707	1.006E-03
1.708	1.136E-03
1.709	1.290E-03
1.710	1.468E-03
1.711	1.658E-03
1.712	1.891E-03
1.713	2.154E-03
1.714	2.433E-03
1.715	2.755E-03
1.716	3.140E-03
1.717	3.543E-03
1.718	4.036E-03
1.719	4.621E-03
1.720	5.232E-03
1.721	5.945E-03
1.722	6.783E-03
1.723	7.727E-03
1.724	8.854E-03
1.725	1.022E-02
1.726	1.177E-02
1.727	1.356E-02
1.728	1.566E-02
1.729	1.830E-02
1.730	2.125E-02
1.731	2.499E-02
1.732	2.949E-02
1.733	3.441E-02
1.734	4.039E-02
1.735	4.747E-02
1.736	5.534E-02
1.737	6.391E-02
1.738	7.378E-02
1.739	8.345E-02
1.740	9.376E-02
1.741	1.046E-01
1.742	1.153E-01
1.743	1.268E-01
1.744	1.404E-01
1.745	1.558E-01
1.746	1.732E-01
1.747	1.935E-01
1.748	2.170E-01
1.749	2.432E-01
1.750	2.748E-01
1.751	3.100E-01
1.752	3.459E-01
1.753	3.868E-01
1.754	4.282E-01
1.755	4.704E-01
1.756	5.141E-01
1.757	5.578E-01
1.758	5.963E-01
1.759	6.335E-01
1.760	6.681E-01
1.761	6.987E-01
1.762	7.266E-01
1.763	7.548E-01
1.764	7.781E-01
1.765	8.010E-01
1.766	8.217E-01
1.767	8.415E-01
1.768	8.622E-01
1.769	8.811E-01
1.770	8.988E-01
1.771	9.130E-01
1.772	9.253E-01
1.773	9.372E-01
1.774	9.466E-01
1.775	9.561E-01
1.776	9.591E-01
1.777	9.651E-01
1.778	9.657E-01
1.779	9.690E-01
1.780	9.706E-01
1.781	9.696E-01
1.782	9.713E-01
1.783	9.690E-01
1.784	9.682E-01
1.785	9.688E-01
1.786	9.689E-01
1.787	9.693E-01
1.788	9.705E-01
1.789	9.705E-01
1.790	9.699E-01
1.791	9.710E-01
1.792	9.706E-01
1.793	9.704E-01
1.794	9.716E-01
1.795	9.680E-01
1.796	9.671E-01
1.797	9.640E-01
1.798	9.609E-01
1.799	9.595E-01
1.800	9.561E-01
1.801	9.537E-01
1.802	9.492E-01
1.803	9.452E-01
1.804	9.422E-01
1.805	9.375E-01
1.806	9.350E-01
1.807	9.332E-01
1.808	9.308E-01
1.809	9.299E-01
1.810	9.301E-01
1.811	9.269E-01
1.812	9.276E-01
1.813	9.270E-01
1.814	9.281E-01
1.815	9.310E-01
1.816	9.299E-01
1.817	9.311E-01
1.818	9.342E-01
1.819	9.369E-01
1.820	9.378E-01
1.821	9.411E-01
1.822	9.435E-01
1.823	9.437E-01
1.824	9.503E-01
1.825	9.522E-01
1.826	9.536E-01
1.827	9.550E-01
1.828	9.564E-01
1.829	9.578E-01
1.830	9.620E-01
1.831	9.610E-01
1.832	9.642E-01
1.833	9.658E-01
1.834	9.661E-01
1.835	9.668E-01
1.836	9.701E-01
1.837	9.690E-01
1.838	9.695E-01
1.839	9.698E-01
1.840	9.703E-01
1.841	9.690E-01
1.842	9.708E-01
1.843	9.699E-01
1.844	9.691E-01
1.845	9.701E-01
1.846	9.681E-01
1.847	9.659E-01
1.848	9.672E-01
1.849	9.647E-01
1.850	9.615E-01
1.851	9.603E-01
1.852	9.597E-01
1.853	9.582E-01
1.854	9.539E-01
1.855	9.539E-01
1.856	9.513E-01
1.857	9.516E-01
1.858	9.492E-01
1.859	9.485E-01
1.860	9.473E-01
1.861	9.459E-01
1.862	9.444E-01
1.863	9.448E-01
1.864	9.414E-01
1.865	9.428E-01
1.866	9.433E-01
1.867	9.421E-01
1.868	9.416E-01
1.869	9.415E-01
1.870	9.421E-01
1.871	9.418E-01
1.872	9.427E-01
1.873	9.433E-01
1.874	9.445E-01
1.875	9.448E-01
1.876	9.473E-01
1.877	9.483E-01
1.878	9.487E-01
1.879	9.491E-01
1.880	9.515E-01
1.881	9.519E-01
1.882	9.539E-01
1.883	9.541E-01
1.884	9.573E-01
1.885	9.588E-01
1.886	9.603E-01
1.887	9.612E-01
1.888	9.602E-01
1.889	9.635E-01
1.890	9.641E-01
1.891	9.650E-01
1.892	9.647E-01
1.893	9.647E-01
1.894	9.660E-01
1.895	9.671E-01
1.896	9.674E-01
1.897	9.673E-01
1.898	9.673E-01
1.899	9.668E-01
1.900	9.666E-01
1.901	9.655E-01
1.902	9.693E-01
1.903	9.684E-01
1.904	9.695E-01
1.905	9.719E-01
1.906	9.735E-01
1.907	9.733E-01
1.908	9.738E-01
1.909	9.757E-01
1.910	9.781E-01
1.911	9.787E-01
1.912	9.780E-01
1.913	9.781E-01
1.914	9.815E-01
1.915	9.794E-01
1.916	9.792E-01
1.917	9.792E-01
1.918	9.792E-01
1.919	9.791E-01
1.920	9.788E-01
1.921	9.773E-01
1.922	9.802E-01
1.923	9.776E-01
1.924	9.771E-01
1.925	9.770E-01
1.926	9.755E-01
1.927	9.743E-01
1.928	9.712E-01
1.929	9.720E-01
1.930	9.719E-01
1.931	9.701E-01
1.932	9.691E-01
1.933	9.685E-01
1.934	9.654E-01
1.935	9.663E-01
1.936	9.646E-01
1.937	9.643E-01
1.938	9.634E-01
1.939	9.626E-01
1.940	9.615E-01
1.941	9.610E-01
1.942	9.609E-01
1.943	9.619E-01
1.944	9.618E-01
1.945	9.609E-01
1.946	9.611E-01
1.947	9.607E-01
1.948	9.619E-01
1.949	9.622E-01
1.950	9.635E-01
1.951	9.633E-01
1.952	9.617E-01
1.953	9.633E-01
1.954	9.628E-01
1.955	9.621E-01
1.956	9.619E-01
1.957	9.599E-01
1.958	9.553E-01
1.959	9.479E-01
1.960	9.439E-01
1.961	9.466E-01
1.962	9.515E-01
1.963	9.572E-01
1.964	9.616E-01
1.965	9.634E-01
1.966	9.642E-01
1.967	9.650E-01
1.968	9.646E-01
1.969	9.643E-01
1.970	9.617E-01
1.971	9.656E-01
1.972	9.653E-01
1.973	9.622E-01
1.974	9.634E-01
1.975	9.629E-01
1.976	9.620E-01
1.977	9.622E-01
1.978	9.624E-01
1.979	9.617E-01
1.980	9.623E-01
1.981	9.604E-01
1.982	9.609E-01
1.983	9.628E-01
1.984	9.634E-01
1.985	9.616E-01
1.986	9.638E-01
1.987	9.643E-01
1.988	9.654E-01
1.989	9.648E-01
1.990	9.670E-01
1.991	9.659E-01
1.992	9.655E-01
1.993	9.683E-01
1.994	9.676E-01
1.995	9.692E-01
1.996	9.685E-01
1.997	9.690E-01
1.998	9.686E-01
1.999	9.680E-01
2.000	9.696E-01
2.001	9.671E-01
2.002	9.689E-01
2.003	9.697E-01
2.004	9.691E-01
2.005	9.669E-01
2.006	9.671E-01
2.007	9.651E-01
2.008	9.647E-01
2.009	9.642E-01
2.010	9.635E-01
2.011	9.615E-01
2.012	9.640E-01
2.013	9.608E-01
2.014	9.607E-01
2.015	9.621E-01
2.016	9.623E-01
2.017	9.618E-01
2.018	9.621E-01
2.019	9.637E-01
2.020	9.647E-01
2.021	9.628E-01
2.022	9.655E-01
2.023	9.666E-01
2.024	9.666E-01
2.025	9.695E-01
2.026	9.714E-01
2.027	9.716E-01
2.028	9.754E-01
2.029	9.753E-01
2.030	9.769E-01
2.031	9.785E-01
2.032	9.792E-01
2.033	9.799E-01
2.034	9.803E-01
2.035	9.824E-01
2.036	9.817E-01
2.037	9.819E-01
2.038	9.817E-01
2.039	9.829E-01
2.040	9.832E-01
2.041	9.811E-01
2.042	9.831E-01
2.043	9.826E-01
2.044	9.797E-01
2.045	9.812E-01
2.046	9.764E-01
2.047	9.758E-01
2.048	9.751E-01
2.049	9.739E-01
2.050	9.728E-01
2.051	9.719E-01
2.052	9.687E-01
2.053	9.685E-01
2.054	9.686E-01
2.055	9.681E-01
2.056	9.657E-01
2.057	9.663E-01
2.058	9.666E-01
2.059	9.660E-01
2.060	9.653E-01
2.061	9.647E-01
2.062	9.654E-01
2.063	9.678E-01
2.064	9.674E-01
2.065	9.685E-01
2.066	9.700E-01
2.067	9.724E-01
2.068	9.737E-01
2.069	9.738E-01
2.070	9.758E-01
2.071	9.777E-01
2.072	9.775E-01
2.073	9.823E-01
2.074	9.824E-01
2.075	9.824E-01
2.076	9.844E-01
2.077	9.860E-01
2.078	9.868E-01
2.079	9.877E-01
2.080	9.868E-01
2.081	9.862E-01
2.082	9.891E-01
2.083	9.873E-01
2.084	9.881E-01
2.085	9.866E-01
2.086	9.874E-01
2.087	9.881E-01
2.088	9.867E-01
2.089	9.833E-01
2.090	9.831E-01
2.091	9.801E-01
2.092	9.801E-01
2.093	9.805E-01
2.094	9.780E-01
2.095	9.762E-01
2.096	9.739E-01
2.097	9.738E-01
2.098	9.729E-01
2.099	9.728E-01
2.100	9.668E-01
2.101	9.678E-01
2.102	9.647E-01
2.103	9.653E-01
2.104	9.633E-01
2.105	9.605E-01
2.106	9.590E-01
2.107	9.582E-01
2.108	9.566E-01
2.109	9.533E-01
2.110	9.539E-01
2.111	9.526E-01
2.112	9.507E-01
2.113	9.496E-01
2.114	9.504E-01
2.115	9.497E-01
2.116	9.492E-01
2.117	9.472E-01
2.118	9.472E-01
2.119	9.466E-01
2.120	9.473E-01
2.121	9.467E-01
2.122	9.460E-01
2.123	9.473E-01
2.124	9.468E-01
2.125	9.472E-01
2.126	9.466E-01
2.127	9.485E-01
2.128	9.461E-01
2.129	9.496E-01
2.130	9.463E-01
2.131	9.452E-01
2.132	9.468E-01
2.133	9.458E-01
2.134	9.480E-01
2.135	9.464E-01
2.136	9.497E-01
2.137	9.487E-01
2.138	9.493E-01
2.139	9.495E-01
2.140	9.507E-01
2.141	9.494E-01
2.142	9.552E-01
2.143	9.542E-01
2.144	9.552E-01
2.145	9.565E-01
2.146	9.564E-01
2.147	9.590E-01
2.148	9.605E-01
2.149	9.582E-01
2.150	9.614E-01
2.151	9.608E-01
2.152	9.633E-01
2.153	9.606E-01
2.154	9.628E-01
2.155	9.620E-01
2.156	9.633E-01
2.157	9.605E-01
2.158	9.613E-01
2.159	9.622E-01
2.160	9.602E-01
2.161	9.603E-01
2.162	9.574E-01
2.163	9.571E-01
2.164	9.547E-01
2.165	9.534E-01
2.166	9.527E-01
2.167	9.497E-01
2.168	9.503E-01
2.169	9.469E-01
2.170	9.469E-01
2.171	9.433E-01
2.172	9.454E-01
2.173	9.427E-01
2.174	9.408E-01
2.175	9.407E-01
2.176	9.387E-01
2.177	9.391E-01
2.178	9.357E-01
2.179	9.371E-01
2.180	9.387E-01
2.181	9.380E-01
2.182	9.373E-01
2.183	9.367E-01
2.184	9.364E-01
2.185	9.398E-01
2.186	9.399E-01
2.187	9.387E-01
2.188	9.427E-01
2.189	9.407E-01
2.190	9.420E-01
2.191	9.442E-01
2.192	9.447E-01
2.193	9.458E-01
2.194	9.476E-01
2.195	9.473E-01
2.196	9.480E-01
2.197	9.509E-01
2.198	9.522E-01
2.199	9.525E-01
2.200	9.567E-01
2.201	9.560E-01
2.202	9.577E-01
2.203	9.576E-01
2.204	9.597E-01
2.205	9.599E-01
2.206	9.594E-01
2.207	9.583E-01
2.208	9.569E-01
2.209	9.548E-01
2.210	9.532E-01
2.211	9.484E-01
2.212	9.426E-01
2.213	9.354E-01
2.214	9.225E-01
2.215	9.149E-01
2.216	8.953E-01
2.217	8.794E-01
2.218	8.577E-01
2.219	8.310E-01
2.220	8.023E-01
2.221	7.706E-01
2.222	7.363E-01
2.223	6.992E-01
2.224	6.599E-01
2.225	6.189E-01
2.226	5.794E-01
2.227	5.413E-01
2.228	5.029E-01
2.229	4.661E-01
2.230	4.316E-01
2.231	3.971E-01
2.232	3.660E-01
2.233	3.377E-01
2.234	3.110E-01
2.235	2.847E-01
2.236	2.607E-01
2.237	2.361E-01
2.238	2.127E-01
2.239	1.922E-01
2.240	1.724E-01
2.241	1.536E-01
2.242	1.366E-01
2.243	1.208E-01
2.244	1.059E-01
2.245	9.334E-02
2.246	8.214E-02
2.247	7.171E-02
2.248	6.270E-02
2.249	5.460E-02
2.250	4.730E-02
2.251	4.111E-02
2.252	3.599E-02
2.253	3.139E-02
2.254	2.728E-02
2.255	2.384E-02
2.256	2.069E-02
2.257	1.795E-02
2.258	1.574E-02
2.259	1.376E-02
2.260	1.202E-02
2.261	1.053E-02
2.262	9.181E-03
2.263	7.995E-03
2.264	7.035E-03
2.265	6.200E-03
2.266	5.443E-03
2.267	4.802E-03
2.268	4.231E-03
2.269	3.717E-03
2.270	3.293E-03
2.271	2.914E-03
2.272	2.586E-03
2.273	2.315E-03
2.274	2.057E-03
2.275	1.833E-03
2.276	1.638E-03
2.277	1.479E-03
2.278	1.333E-03
2.279	1.200E-03
2.280	1.102E-03
2.281	9.930E-04
2.282	8.964E-04
2.283	8.224E-04
2.284	7.568E-04
2.285	6.947E-04
2.286	6.347E-04
2.287	5.789E-04
2.288	5.429E-04
2.289	4.881E-04
2.290	4.566E-04
2.291	4.238E-04
2.292	3.886E-04
2.293	3.552E-04
2.294	3.306E-04
2.295	3.086E-04
2.296	2.788E-04
2.297	2.690E-04
2.298	2.417E-04
2.299	2.292E-04
2.300	2.126E-04
2.301	1.981E-04
2.302	1.823E-04
2.303	1.693E-04
2.304	1.630E-04
2.305	1.458E-04
2.306	1.344E-04
2.307	1.243E-04
2.308	1.194E-04
2.309	1.071E-04
2.310	1.031E-04
2.311	9.622E-05
2.312	8.720E-05
2.313	8.826E-05
2.314	7.881E-05
2.315	7.163E-05
2.316	6.580E-05
2.317	6.393E-05
2.318	5.951E-05
2.319	5.646E-05
2.320	5.111E-05
2.321	4.582E-05
2.322	4.487E-05
2.323	4.232E-05
2.324	3.940E-05
2.325	3.759E-05
2.326	3.201E-05
2.327	3.094E-05
2.328	2.792E-05
2.329	2.705E-05
2.330	2.313E-05
2.331	2.176E-05
2.332	2.162E-05
2.333	1.893E-05
2.334	1.781E-05
2.335	1.553E-05
2.336	1.485E-05
2.337	1.344E-05
2.338	1.306E-05
2.339	1.198E-05
2.340	1.200E-05
2.341	1.074E-05
2.342	9.439E-06
2.343	9.568E-06
2.344	9.205E-06
2.345	9.443E-06
2.346	8.554E-06
2.347	8.009E-06
2.348	8.833E-06
2.349	8.391E-06
2.350	7.447E-06
2.351	7.244E-06
2.352	8.580E-06
2.353	7.335E-06
2.354	7.876E-06
2.355	6.681E-06
2.356	6.598E-06
2.357	5.540E-06
2.358	5.886E-06
2.359	6.366E-06
2.360	5.025E-06
2.361	5.307E-06
2.362	4.418E-06
2.363	4.070E-06
2.364	3.784E-06
2.365	3.315E-06
2.366	3.663E-06
2.367	3.353E-06
2.368	2.286E-06
2.369	2.539E-06
2.370	2.322E-06
2.371	1.500E-06
2.372	1.248E-06
2.373	1.015E-06
2.374	1.016E-06
2.375	9.397E-07
2.376	6.631E-07
2.377	7.293E-07
2.378	6.904E-07
2.379	4.947E-07
2.380	4.516E-07
2.381	5.442E-07
2.382	7.028E-07
2.383	5.834E-07
2.384	5.647E-07
2.385	5.382E-07
2.386	6.606E-07
2.387	7.725E-07
2.388	8.667E-07
2.389	8.925E-07
2.390	8.887E-07
2.391	8.693E-07
2.392	9.702E-07
2.393	9.115E-07
2.394	1.146E-06
2.395	9.131E-07
2.396	1.201E-06
2.397	1.197E-06
2.398	1.235E-06
2.399	1.158E-06
2.400	1.141E-06
2.401	1.116E-06
2.402	1.102E-06
2.403	9.230E-07
2.404	1.258E-06
2.405	1.130E-06
2.406	1.087E-06
2.407	9.355E-07
2.408	8.374E-07
2.409	8.095E-07
2.410	9.340E-07
2.411	6.203E-07
2.412	9.564E-07
2.413	9.325E-07
2.414	7.480E-07
2.415	6.597E-07
2.416	7.183E-07
2.417	5.718E-07
2.418	7.288E-07
2.419	5.514E-07
2.420	4.839E-07
2.421	5.990E-07
2.422	5.188E-07
2.423	5.477E-07
2.424	4.019E-07
2.425	6.182E-07
2.426	5.978E-07
2.427	5.391E-07
2.428	5.147E-07
2.429	6.533E-07
2.430	5.202E-07
2.431	5.609E-07
2.432	5.558E-07
2.433	5.939E-07
2.434	7.746E-07
2.435	6.413E-07
2.436	7.812E-07
2.437	6.829E-07
2.438	8.627E-07
2.439	6.250E-07
2.440	6.729E-07
2.441	7.475E-07
2.442	6.910E-07
2.443	8.182E-07
2.444	6.563E-07
2.445	7.082E-07
2.446	6.802E-07
2.447	7.404E-07
2.448	7.437E-07
2.449	7.336E-07
2.450	7.335E-07
2.451	8.069E-07
2.452	6.860E-07
2.453	8.496E-07
2.454	6.459E-07
2.455	5.276E-07
2.456	9.583E-07
2.457	7.128E-07
2.458	6.798E-07
2.459	6.925E-07
2.460	6.877E-07
2.461	5.608E-07
2.462	4.428E-07
2.463	6.529E-07
2.464	4.791E-07
2.465	6.612E-07
2.466	6.383E-07
2.467	5.006E-07
2.468	5.189E-07
2.469	5.456E-07
2.470	4.468E-07
2.471	4.921E-07
2.472	4.390E-07
2.473	3.611E-07
2.474	4.498E-07
2.475	4.479E-07
2.476	4.736E-07
2.477	3.528E-07
2.478	3.667E-07
2.479	3.396E-07
2.480	3.103E-07
2.481	3.049E-07
2.482	3.532E-07
2.483	2.790E-07
2.484	3.514E-07
2.485	2.726E-07
2.486	2.552E-07
2.487	3.309E-07
2.488	2.079E-07
2.489	3.403E-07
2.490	3.376E-07
2.491	2.609E-07
2.492	3.573E-07
2.493	2.946E-07
2.494	3.328E-07
2.495	4.093E-07
2.496	3.378E-07
2.497	4.298E-07
2.498	3.701E-07
2.499	4.253E-07
2.500	4.138E-07
2.501	4.203E-07
2.502	4.840E-07
2.503	3.647E-07
2.504	3.951E-07
2.505	6.110E-07
2.506	4.623E-07
2.507	4.582E-07
2.508	7.076E-07
2.509	5.750E-07
2.510	5.261E-07
2.511	6.578E-07
2.512	7.279E-07
2.513	7.656E-07
2.514	8.794E-07
2.515	6.890E-07
2.516	7.096E-07
2.517	8.678E-07
2.518	8.945E-07
2.519	1.009E-06
2.520	9.634E-07
2.521	7.822E-07
2.522	9.041E-07
2.523	1.049E-06
2.524	1.205E-06
2.525	7.640E-07
2.526	1.274E-06
2.527	1.315E-06
2.528	1.407E-06
2.529	1.135E-06
2.530	1.379E-06
2.531	1.598E-06
2.532	1.454E-06
2.533	1.373E-06
2.534	1.590E-06
2.535	1.737E-06
2.536	1.685E-06
2.537	1.662E-06
2.538	1.520E-06
2.539	2.087E-06
2.540	1.649E-06
2.541	2.032E-06
2.542	2.125E-06
2.543	2.044E-06
2.544	1.735E-06
2.545	2.049E-06
2.546	1.968E-06
2.547	2.231E-06
2.548	2.524E-06
2.549	2.915E-06
2.550	2.016E-06
2.551	2.462E-06
2.552	2.314E-06
2.553	2.464E-06
2.554	2.640E-06
2.555	2.725E-06
2.556	2.951E-06
2.557	2.934E-06
2.558	2.384E-06
2.559	3.289E-06
2.560	3.381E-06
2.561	2.916E-06
2.562	3.046E-06
2.563	3.579E-06
2.564	3.265E-06
2.565	2.638E-06
2.566	3.568E-06
2.567	3.140E-06
2.568	4.069E-06
2.569	3.609E-06
2.570	2.679E-06
2.571	3.153E-06
2.572	3.337E-06
2.573	4.017E-06
2.574	2.892E-06
2.575	3.146E-06
2.576	3.776E-06
2.577	4.001E-06
2.578	3.202E-06
2.579	4.060E-06
2.580	4.059E-06
2.581	3.019E-06
2.582	3.374E-06
2.583	3.094E-06
2.584	3.821E-06
2.585	3.413E-06
2.586	4.145E-06
2.587	3.342E-06
2.588	3.900E-06
2.589	3.881E-06
2.590	3.205E-06
2.591	3.268E-06
2.592	3.642E-06
2.593	4.736E-06
2.594	3.362E-06
2.595	3.278E-06
2.596	3.849E-06
2.597	4.036E-06
